Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo
Kobe Bryant,1996-97,18,LAL,NBA,SF,71.0,6,15.5,2.5,5.9,.417,0.7,1.9,.375,1.8,4.0,.437,.477,1.9,2.3,.819,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.4,7.6,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,1997-98,19,LAL,NBA,SF,79.0,1,26.0,4.9,11.6,.428,0.9,2.8,.341,4.0,8.8,.456,.469,4.6,5.8,.794,1.0,2.1,3.1,2.5,0.9,0.5,2.0,2.3,15.4,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,1998-99,20,LAL,NBA,SG,50.0,50,37.9,7.2,15.6,.465,0.5,2.0,.267,6.7,13.6,.494,.482,4.9,5.8,.839,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,1999-00,21,LAL,NBA,SG,66.0,62,38.2,8.4,17.9,.468,0.7,2.2,.319,7.7,15.7,.489,.488,5.0,6.1,.821,1.6,4.7,6.3,4.9,1.6,0.9,2.8,3.3,22.5,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2000-01,22,LAL,NBA,SG,68.0,68,40.9,10.3,22.2,.464,0.9,2.9,.305,9.4,19.3,.489,.484,7.0,8.2,.853,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2001-02,23,LAL,NBA,SG,80.0,80,38.3,9.4,20.0,.469,0.4,1.7,.250,9.0,18.3,.489,.479,6.1,7.4,.829,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2002-03,24,LAL,NBA,SG,82.0,82,41.5,10.6,23.5,.451,1.5,4.0,.383,9.1,19.5,.465,.483,7.3,8.7,.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2003-04,25,LAL,NBA,SG,65.0,64,37.6,7.9,18.1,.438,1.1,3.3,.327,6.8,14.8,.463,.468,7.0,8.2,.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2004-05,26,LAL,NBA,SG,66.0,66,40.7,8.7,20.1,.433,2.0,5.9,.339,6.7,14.2,.472,.482,8.2,10.1,.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2005-06,27,LAL,NBA,SG,80.0,80,41.0,12.2,27.2,.450,2.3,6.5,.347,10.0,20.7,.482,.491,8.7,10.2,.850,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2006-07,28,LAL,NBA,SG,77.0,77,40.8,10.6,22.8,.463,1.8,5.2,.344,8.8,17.6,.497,.502,8.7,10.0,.868,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2007-08,29,LAL,NBA,SG,82.0,82,38.9,9.5,20.6,.459,1.8,5.1,.361,7.6,15.5,.490,.503,7.6,9.0,.840,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2008-09,30,LAL,NBA,SG,82.0,82,36.1,9.8,20.9,.467,1.4,4.1,.351,8.3,16.8,.496,.502,5.9,6.9,.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2009-10,31,LAL,NBA,SG,73.0,73,38.8,9.8,21.5,.456,1.4,4.1,.329,8.5,17.4,.487,.488,6.0,7.4,.811,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2010-11,32,LAL,NBA,SG,82.0,82,33.9,9.0,20.0,.451,1.4,4.3,.323,7.6,15.6,.487,.487,5.9,7.1,.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2011-12,33,LAL,NBA,SG,58.0,58,38.5,9.9,23.0,.430,1.5,4.9,.303,8.4,18.1,.464,.462,6.6,7.8,.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2012-13,34,LAL,NBA,SG,78.0,78,38.6,9.5,20.4,.463,1.7,5.2,.324,7.8,15.2,.510,.504,6.7,8.0,.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2013-14,35,LAL,NBA,SG,6.0,6,29.5,5.2,12.2,.425,0.5,2.7,.188,4.7,9.5,.491,.445,3.0,3.5,.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5,13.8,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2014-15,36,LAL,NBA,SG,35.0,35,34.5,7.6,20.4,.373,1.5,5.3,.293,6.1,15.1,.401,.411,5.6,6.9,.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kobe Bryant,2015-16,37,LAL,NBA,SF,66.0,66,28.2,6.0,16.9,.358,2.0,7.1,.285,4.0,9.8,.410,.417,3.5,4.3,.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6,2007-08,https://www.basketball-reference.com/req/202106291/images/headshots/bryanko01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Dirk Nowitzki,1998-99,20,DAL,NBA,PF,47.0,24,20.4,2.9,7.1,.405,0.3,1.4,.206,2.6,5.7,.455,.426,2.1,2.7,.773,0.9,2.6,3.4,1.0,0.6,0.6,1.6,2.2,8.2,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,1999-00,21,DAL,NBA,PF,82.0,81,35.8,6.3,13.6,.461,1.4,3.7,.379,4.9,9.9,.491,.513,3.5,4.2,.830,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2000-01,22,DAL,NBA,PF,82.0,82,38.1,7.2,15.2,.474,1.8,4.8,.387,5.4,10.5,.513,.534,5.5,6.6,.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2001-02,23,DAL,NBA,C,76.0,76,38.0,7.9,16.6,.477,1.8,4.6,.397,6.1,11.9,.508,.532,5.8,6.8,.853,1.6,8.4,9.9,2.4,1.1,1.0,1.9,2.9,23.4,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2002-03,24,DAL,NBA,PF,80.0,80,39.0,8.6,18.6,.463,1.9,4.9,.379,6.8,13.7,.493,.513,6.0,6.9,.881,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2003-04,25,DAL,NBA,C,77.0,77,37.9,7.9,17.0,.462,1.3,3.8,.341,6.6,13.2,.496,.500,4.8,5.5,.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2004-05,26,DAL,NBA,PF,78.0,78,38.7,8.5,18.5,.459,1.2,2.9,.399,7.3,15.6,.470,.490,7.9,9.1,.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2005-06,27,DAL,NBA,PF,81.0,81,38.1,9.3,19.3,.480,1.4,3.3,.406,7.9,16.0,.496,.515,6.7,7.4,.901,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2006-07,28,DAL,NBA,PF,78.0,78,36.2,8.6,17.2,.502,0.9,2.2,.416,7.7,15.0,.515,.529,6.4,7.1,.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2007-08,29,DAL,NBA,PF,77.0,77,36.0,8.2,17.1,.479,1.0,2.9,.359,7.2,14.2,.504,.510,6.2,7.1,.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2008-09,30,DAL,NBA,PF,81.0,81,37.7,9.6,20.0,.479,0.8,2.1,.359,8.8,17.9,.493,.498,6.0,6.7,.890,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2009-10,31,DAL,NBA,PF,81.0,80,37.5,8.9,18.5,.481,0.6,1.5,.421,8.3,17.0,.487,.498,6.6,7.2,.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2010-11,32,DAL,NBA,PF,73.0,73,34.3,8.4,16.2,.517,0.9,2.3,.393,7.5,13.8,.538,.545,5.4,6.1,.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2011-12,33,DAL,NBA,PF,62.0,62,33.5,7.6,16.7,.457,1.3,3.4,.368,6.4,13.3,.481,.495,5.1,5.7,.896,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2012-13,34,DAL,NBA,PF,53.0,47,31.3,6.5,13.7,.471,1.2,3.0,.414,5.2,10.8,.487,.516,3.1,3.6,.860,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,17.3,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2013-14,35,DAL,NBA,PF,80.0,80,32.9,7.9,15.9,.497,1.6,4.1,.398,6.3,11.8,.532,.549,4.2,4.7,.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2014-15,36,DAL,NBA,PF,77.0,77,29.6,6.3,13.8,.459,1.4,3.6,.380,5.0,10.2,.486,.508,3.3,3.8,.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2015-16,37,DAL,NBA,PF,75.0,75,31.5,6.6,14.8,.448,1.7,4.6,.368,5.0,10.3,.483,.504,3.3,3.7,.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2016-17,38,DAL,NBA,PF,54.0,54,26.4,5.5,12.6,.437,1.5,3.9,.378,4.0,8.7,.463,.495,1.8,2.1,.875,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1,14.2,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2017-18,39,DAL,NBA,C,77.0,77,24.7,4.5,9.8,.456,1.8,4.4,.409,2.7,5.5,.494,.547,1.3,1.4,.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12.0,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Dirk Nowitzki,2018-19,40,DAL,NBA,PF,51.0,20,15.6,2.6,7.4,.359,1.3,4.0,.312,1.4,3.4,.415,.444,0.8,1.0,.780,0.1,3.0,3.1,0.7,0.2,0.4,0.4,1.5,7.3,2006-07,https://www.basketball-reference.com/req/202106291/images/headshots/nowitdi01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,1996-97,22,PHO,NBA,PG,65.0,2,10.5,1.1,2.7,.423,0.4,0.8,.418,0.8,1.8,.425,.489,0.6,0.8,.824,0.2,0.7,1.0,2.1,0.3,0.0,1.0,1.4,3.3,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,1997-98,23,PHO,NBA,PG,76.0,9,21.9,3.5,7.7,.459,1.1,2.6,.415,2.5,5.1,.481,.528,1.0,1.1,.860,0.4,1.7,2.1,3.4,0.8,0.1,1.3,1.9,9.1,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,1998-99,24,DAL,NBA,PG,40.0,40,31.7,2.9,7.9,.363,1.2,3.3,.374,1.6,4.6,.355,.441,1.0,1.2,.826,0.8,2.1,2.9,5.5,0.9,0.1,2.1,2.5,7.9,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,1999-00,25,DAL,NBA,PG,56.0,27,27.4,3.1,6.5,.477,1.1,2.7,.403,2.0,3.8,.528,.559,1.3,1.5,.882,0.6,1.6,2.2,4.9,0.7,0.1,1.8,2.2,8.6,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,2000-01,26,DAL,NBA,PG,70.0,70,34.1,5.5,11.3,.487,1.3,3.1,.406,4.2,8.2,.518,.544,3.3,3.7,.895,0.7,2.5,3.2,7.3,1.0,0.1,2.9,2.3,15.6,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,2001-02,27,DAL,NBA,PG,82.0,82,34.6,6.4,13.3,.483,1.9,4.2,.455,4.5,9.1,.495,.554,3.2,3.6,.887,0.6,2.5,3.1,7.7,0.6,0.0,2.8,2.0,17.9,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,2002-03,28,DAL,NBA,PG,82.0,82,33.1,6.3,13.6,.465,1.4,3.3,.413,5.0,10.3,.482,.515,3.8,4.1,.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,2003-04,29,DAL,NBA,PG,78.0,78,33.5,5.1,10.8,.470,1.3,3.3,.405,3.8,7.5,.498,.531,2.9,3.2,.916,0.8,2.2,3.0,8.8,0.9,0.1,2.7,1.8,14.5,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
Steve Nash,2004-05,30,PHO,NBA,PG,75.0,75,34.3,5.7,11.4,.502,1.3,2.9,.431,4.5,8.5,.526,.557,2.8,3.2,.887,0.8,2.6,3.3,11.5,1.0,0.1,3.3,1.8,15.5,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2005-06,31,PHO,NBA,PG,79.0,79,35.4,6.8,13.4,.512,1.9,4.3,.439,4.9,9.0,.548,.583,3.3,3.5,.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2006-07,32,PHO,NBA,PG,76.0,76,35.3,6.8,12.8,.532,2.1,4.5,.455,4.8,8.3,.575,.613,2.9,3.3,.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2007-08,33,PHO,NBA,PG,81.0,81,34.3,6.0,11.9,.504,2.2,4.7,.470,3.8,7.2,.527,.597,2.7,3.0,.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2008-09,34,PHO,NBA,PG,74.0,74,33.6,5.8,11.5,.503,1.5,3.3,.439,4.3,8.2,.529,.566,2.6,2.8,.933,0.3,2.8,3.0,9.7,0.7,0.1,3.4,1.5,15.7,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2009-10,35,PHO,NBA,PG,81.0,81,32.8,6.2,12.2,.507,1.5,3.6,.426,4.6,8.6,.540,.570,2.6,2.8,.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2010-11,36,PHO,NBA,PG,75.0,75,33.3,5.3,10.8,.492,1.1,2.7,.395,4.2,8.1,.525,.542,3.0,3.3,.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,1.2,14.7,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2011-12,37,PHO,NBA,PG,62.0,62,31.6,4.8,9.0,.532,0.9,2.3,.390,3.9,6.7,.580,.581,2.0,2.3,.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,
Steve Nash,2012-13,38,LAL,NBA,PG,50.0,50,32.5,4.7,9.5,.497,1.1,2.6,.438,3.6,6.9,.519,.557,2.1,2.3,.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4,12.7,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Steve Nash,2013-14,39,LAL,NBA,PG,15.0,10,20.9,2.4,6.3,.383,0.5,1.6,.333,1.9,4.7,.400,.426,1.5,1.6,.917,0.3,1.7,1.9,5.7,0.5,0.1,2.1,1.2,6.8,2005-06,https://www.basketball-reference.com/req/202106291/images/headshots/nashst01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Kevin Garnett,1995-96,19,MIN,NBA,SF,80.0,43,28.7,4.5,9.2,.491,0.1,0.4,.286,4.4,8.8,.499,.497,1.3,1.9,.705,2.2,4.1,6.3,1.8,1.1,1.6,1.4,2.4,10.4,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,1996-97,20,MIN,NBA,SF,77.0,77,38.9,7.1,14.3,.499,0.1,0.3,.286,7.1,14.0,.503,.502,2.7,3.5,.754,2.5,5.6,8.0,3.1,1.4,2.1,2.3,2.6,17.0,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,1997-98,21,MIN,NBA,PF,82.0,82,39.3,7.7,15.8,.491,0.0,0.2,.188,7.7,15.6,.495,.492,3.0,4.0,.738,2.7,6.9,9.6,4.2,1.7,1.8,2.3,2.7,18.5,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,1998-99,22,MIN,NBA,PF,47.0,47,37.9,8.8,19.1,.460,0.1,0.3,.286,8.7,18.9,.463,.462,3.1,4.4,.704,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,1999-00,23,MIN,NBA,PF,81.0,81,40.0,9.4,18.8,.497,0.4,1.0,.370,9.0,17.8,.504,.507,3.8,5.0,.765,2.8,9.0,11.8,5.0,1.5,1.6,3.3,2.5,22.9,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2000-01,24,MIN,NBA,PF,81.0,81,39.5,8.7,18.2,.477,0.2,0.8,.288,8.5,17.4,.486,.484,4.4,5.8,.764,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5,22.0,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2001-02,25,MIN,NBA,PF,81.0,81,39.2,8.1,17.3,.470,0.5,1.4,.319,7.7,15.9,.484,.484,4.4,5.5,.801,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2002-03,26,MIN,NBA,PF,82.0,82,40.5,9.1,18.1,.502,0.2,0.9,.282,8.8,17.2,.513,.508,4.6,6.1,.751,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2003-04,27,MIN,NBA,PF,82.0,82,39.4,9.8,19.6,.499,0.1,0.5,.256,9.7,19.1,.506,.502,4.5,5.7,.791,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2004-05,28,MIN,NBA,PF,82.0,82,38.1,8.3,16.6,.502,0.1,0.3,.240,8.3,16.3,.507,.504,5.4,6.7,.811,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2005-06,29,MIN,NBA,PF,76.0,76,38.9,8.2,15.7,.526,0.1,0.4,.267,8.1,15.3,.532,.529,5.2,6.4,.810,2.8,9.9,12.7,4.1,1.4,1.4,2.4,2.7,21.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2006-07,30,MIN,NBA,PF,76.0,76,39.4,8.4,17.6,.476,0.2,0.7,.214,8.2,16.9,.487,.480,5.5,6.6,.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2007-08,31,BOS,NBA,PF,71.0,71,32.8,7.5,13.9,.539,0.0,0.2,.000,7.5,13.8,.545,.539,3.8,4.7,.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Kevin Garnett,2008-09,32,BOS,NBA,PF,57.0,57,31.1,6.9,13.0,.531,0.0,0.1,.250,6.9,12.8,.534,.532,1.9,2.3,.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
