Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
James Harden,2010-11,21,OKC,NBA,SG,82.0,5,26.7,3.6,8.3,0.436,1.4,4.0,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2011-12,22,OKC,NBA,SG,62.0,2,31.4,5.0,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.582,5.0,6.0,0.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2012-13,23,HOU,NBA,SG,78.0,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2013-14,24,HOU,NBA,SG,73.0,73,38.0,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2014-15,25,HOU,NBA,SG,81.0,81,36.8,8.0,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2015-16,26,HOU,NBA,SG,82.0,82,38.1,8.7,19.7,0.439,2.9,8.0,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2016-17,27,HOU,NBA,PG,81.0,81,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2017-18,28,HOU,NBA,SG,72.0,72,35.4,9.0,20.1,0.449,3.7,10.0,0.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2018-19,29,HOU,NBA,PG,78.0,78,36.8,10.8,24.5,0.442,4.8,13.2,0.368,6.0,11.3,0.528,0.541,9.7,11.0,0.879,0.8,5.8,6.6,7.5,2.0,0.7,5.0,3.1,36.1,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2019-20,30,HOU,NBA,SG,68.0,68,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,0.543,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2020-21,31,2TM,NBA,PG,44.0,43,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5.0,9.1,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2020-21,31,HOU,NBA,PG,8.0,8,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2020-21,31,BRK,NBA,PG,36.0,35,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,0.551,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4.0,2.4,24.6,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2021-22,32,2TM,NBA,PG,65.0,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2021-22,32,BRK,NBA,PG,44.0,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2021-22,32,PHI,NBA,PG,21.0,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2022-23,33,PHI,NBA,PG,58.0,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2023-24,34,LAC,NBA,PG,72.0,72,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
James Harden,2024-25,35,LAC,NBA,PG,53.0,53,34.4,6.4,16.0,0.396,2.8,8.3,0.342,3.5,7.7,0.455,0.485,6.2,7.0,0.883,0.6,5.2,5.8,8.6,1.5,0.7,4.5,2.1,21.7,2017-18,https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"James Edward Harden Jr. (born August 26, 1989) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA). He is widely regarded as one of the greatest scorers and shooting guards in NBA history. In 2021, Harden was honored as one of the league's top 75 players by being named to the NBA 75th Anniversary Team. Harden is also a two-time member of the United States national team, winning gold medals at the 2012 Summer Olympics and 2014 FIBA World Cup."
Russell Westbrook,2008-09,20,OKC,NBA,PG,82.0,65,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.9,11.8,0.415,0.414,4.3,5.2,0.815,2.2,2.7,4.9,5.3,1.3,0.2,3.3,2.3,15.3,2016-17,https://www.basketball-reference.com/req/202106291/images/headshots/westbru01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Russell Westbrook III (born November 12, 1988) is an American professional basketball player for the Denver Nuggets of the National Basketball Association (NBA). A point guard, Westbrook made his NBA debut in 2008 and became a star as a member of the Oklahoma City Thunder. He has played for six NBA teams."
Russell Westbrook,2009-10,21,OKC,NBA,PG,82.0,82,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4.0,5.1,0.78,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,2016-17,https://www.basketball-reference.com/req/202106291/images/headshots/westbru01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Russell Westbrook III (born November 12, 1988) is an American professional basketball player for the Denver Nuggets of the National Basketball Association (NBA). A point guard, Westbrook made his NBA debut in 2008 and became a star as a member of the Oklahoma City Thunder. He has played for six NBA teams."
